instant,dteday,season,year,month,hours,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category
9761,2012-02-16,1,1,2,15,0,4,3,0.34,0.3636,0.76,0.0,3,50,53,weekdays,Terlalu kering
9762,2012-02-16,1,1,2,16,0,4,3,0.34,0.3636,0.81,0.0,8,110,118,weekdays,Terlalu kering
9763,2012-02-16,1,1,2,17,0,4,3,0.34,0.3636,0.87,0.0,8,281,289,weekdays,Terlalu kering
9764,2012-02-16,1,1,2,18,0,4,3,0.34,0.3333,0.87,0.1343,8,345,353,weekdays,Terlalu kering
9765,2012-02-16,1,1,2,19,0,4,2,0.32,0.3182,0.87,0.1642,4,254,258,weekdays,Terlalu kering
9766,2012-02-16,1,1,2,20,0,4,2,0.32,0.3333,0.87,0.1343,5,211,216,weekdays,Terlalu kering
9767,2012-02-16,1,1,2,21,0,4,2,0.34,0.3485,0.81,0.1045,3,142,145,weekdays,Terlalu kering
9768,2012-02-16,1,1,2,22,0,4,2,0.32,0.3485,0.81,0.0,3,108,111,weekdays,Terlalu kering
9769,2012-02-16,1,1,2,23,0,4,1,0.32,0.3333,0.81,0.0896,3,70,73,weekdays,Terlalu kering
9770,2012-02-17,1,1,2,0,0,5,2,0.3,0.3333,0.87,0.0,2,32,34,weekdays,Terlalu kering
9771,2012-02-17,1,1,2,1,0,5,2,0.3,0.3333,0.93,0.0,2,16,18,weekdays,Terlalu kering
9772,2012-02-17,1,1,2,2,0,5,2,0.3,0.3182,0.93,0.1045,1,11,12,weekdays,Terlalu kering
9773,2012-02-17,1,1,2,3,0,5,2,0.28,0.2879,0.93,0.1045,0,1,1,weekdays,Terlalu kering
9774,2012-02-17,1,1,2,4,0,5,2,0.28,0.2727,0.93,0.194,0,1,1,weekdays,Terlalu kering
9775,2012-02-17,1,1,2,5,0,5,2,0.28,0.2727,0.93,0.1642,0,16,16,weekdays,Terlalu kering
9776,2012-02-17,1,1,2,6,0,5,2,0.28,0.2879,0.96,0.1343,1,70,71,weekdays,Terlalu kering
9777,2012-02-17,1,1,2,7,0,5,2,0.28,0.2879,0.93,0.1045,4,222,226,weekdays,Terlalu kering
9778,2012-02-17,1,1,2,8,0,5,2,0.26,0.303,1.0,0.0,4,516,520,weekdays,Terlalu kering
9779,2012-02-17,1,1,2,9,0,5,2,0.26,0.303,1.0,0.0,8,275,283,weekdays,Terlalu kering
9780,2012-02-17,1,1,2,10,0,5,1,0.34,0.3182,0.71,0.2836,13,103,116,weekdays,Terlalu kering
9781,2012-02-17,1,1,2,11,0,5,1,0.36,0.3333,0.62,0.4179,9,133,142,weekdays,Terlalu kering
9782,2012-02-17,1,1,2,12,0,5,1,0.38,0.3939,0.46,0.3881,21,177,198,weekdays,Terlalu kering
9783,2012-02-17,1,1,2,13,0,5,1,0.4,0.4091,0.43,0.3582,34,171,205,weekdays,Terlalu kering
9784,2012-02-17,1,1,2,14,0,5,1,0.4,0.4091,0.37,0.3582,33,137,170,weekdays,Terlalu kering
9785,2012-02-17,1,1,2,15,0,5,1,0.42,0.4242,0.35,0.4179,41,180,221,weekdays,Terlalu kering
9786,2012-02-17,1,1,2,16,0,5,1,0.42,0.4242,0.32,0.2985,56,251,307,weekdays,Terlalu kering
9787,2012-02-17,1,1,2,17,0,5,1,0.42,0.4242,0.32,0.3284,36,429,465,weekdays,Terlalu kering
9788,2012-02-17,1,1,2,18,0,5,1,0.4,0.4091,0.35,0.2537,15,362,377,weekdays,Terlalu kering
9789,2012-02-17,1,1,2,19,0,5,1,0.38,0.3939,0.37,0.2239,16,266,282,weekdays,Terlalu kering
9790,2012-02-17,1,1,2,20,0,5,1,0.4,0.4091,0.35,0.194,13,158,171,weekdays,Terlalu kering
9791,2012-02-17,1,1,2,21,0,5,1,0.38,0.3939,0.37,0.194,15,114,129,weekdays,Terlalu kering
9792,2012-02-17,1,1,2,22,0,5,1,0.36,0.3485,0.4,0.2239,15,92,107,weekdays,Terlalu kering
9793,2012-02-17,1,1,2,23,0,5,1,0.36,0.3485,0.4,0.194,10,72,82,weekdays,Terlalu kering
9794,2012-02-18,1,1,2,0,0,6,1,0.34,0.3333,0.42,0.1642,5,81,86,weekdays,Terlalu kering
9795,2012-02-18,1,1,2,1,0,6,1,0.32,0.3182,0.49,0.1642,7,38,45,weekdays,Terlalu kering
9796,2012-02-18,1,1,2,2,0,6,1,0.3,0.2879,0.61,0.2537,6,39,45,weekdays,Terlalu kering
9797,2012-02-18,1,1,2,3,0,6,1,0.28,0.2879,0.65,0.1045,3,15,18,weekdays,Terlalu kering
9798,2012-02-18,1,1,2,4,0,6,1,0.26,0.303,0.7,0.0,3,4,7,weekdays,Terlalu kering
9799,2012-02-18,1,1,2,5,0,6,1,0.24,0.2576,0.7,0.0896,0,1,1,weekdays,Terlalu kering
9800,2012-02-18,1,1,2,6,0,6,1,0.24,0.2879,0.7,0.0,1,8,9,weekdays,Terlalu kering
9801,2012-02-18,1,1,2,7,0,6,1,0.24,0.2879,0.7,0.0,8,33,41,weekdays,Terlalu kering
9802,2012-02-18,1,1,2,8,0,6,1,0.22,0.2727,0.87,0.0,10,92,102,weekdays,Terlalu kering
9803,2012-02-18,1,1,2,9,0,6,1,0.22,0.2424,0.8,0.1045,22,116,138,weekdays,Terlalu kering
9804,2012-02-18,1,1,2,10,0,6,1,0.26,0.2727,0.81,0.1045,48,157,205,weekdays,Terlalu kering
9805,2012-02-18,1,1,2,11,0,6,1,0.32,0.3333,0.57,0.1343,102,184,286,weekdays,Terlalu kering
9806,2012-02-18,1,1,2,12,0,6,1,0.36,0.3485,0.43,0.194,128,241,369,weekdays,Terlalu kering
9807,2012-02-18,1,1,2,13,0,6,1,0.4,0.4091,0.43,0.2836,165,219,384,weekdays,Terlalu kering
9808,2012-02-18,1,1,2,14,0,6,1,0.44,0.4394,0.35,0.3582,183,244,427,weekdays,Terlalu kering
9809,2012-02-18,1,1,2,15,0,6,1,0.42,0.4242,0.41,0.2537,229,270,499,weekdays,Terlalu kering
9810,2012-02-18,1,1,2,16,0,6,1,0.44,0.4394,0.44,0.3284,186,218,404,weekdays,Terlalu kering
9811,2012-02-18,1,1,2,17,0,6,1,0.48,0.4697,0.36,0.2836,142,222,364,weekdays,Terlalu kering
9812,2012-02-18,1,1,2,18,0,6,1,0.46,0.4545,0.38,0.2985,70,176,246,weekdays,Terlalu kering
9813,2012-02-18,1,1,2,19,0,6,1,0.44,0.4394,0.44,0.1642,38,150,188,weekdays,Terlalu kering
9814,2012-02-18,1,1,2,20,0,6,1,0.44,0.4394,0.44,0.1642,25,123,148,weekdays,Terlalu kering
9815,2012-02-18,1,1,2,21,0,6,1,0.44,0.4394,0.33,0.2985,25,89,114,weekdays,Terlalu kering
9816,2012-02-18,1,1,2,22,0,6,1,0.4,0.4091,0.4,0.4478,17,101,118,weekdays,Terlalu kering
9817,2012-02-18,1,1,2,23,0,6,2,0.36,0.3333,0.4,0.3881,12,62,74,weekdays,Terlalu kering
9818,2012-02-19,1,1,2,0,0,0,2,0.34,0.303,0.39,0.3582,9,65,74,weekdays,Terlalu kering
9819,2012-02-19,1,1,2,1,0,0,2,0.32,0.303,0.39,0.2537,10,62,72,weekdays,Terlalu kering
9820,2012-02-19,1,1,2,2,0,0,2,0.3,0.2879,0.36,0.2836,3,45,48,weekdays,Terlalu kering
9821,2012-02-19,1,1,2,3,0,0,2,0.3,0.2879,0.36,0.2239,3,12,15,weekdays,Terlalu kering
9822,2012-02-19,1,1,2,4,0,0,2,0.28,0.2576,0.41,0.3881,0,3,3,weekdays,Terlalu kering
9823,2012-02-19,1,1,2,5,0,0,2,0.26,0.2273,0.48,0.2985,1,1,2,weekdays,Terlalu kering
9824,2012-02-19,1,1,2,6,0,0,1,0.24,0.2121,0.52,0.3284,0,5,5,weekdays,Terlalu kering
9825,2012-02-19,1,1,2,7,0,0,2,0.24,0.2121,0.52,0.2836,2,12,14,weekdays,Terlalu kering
9826,2012-02-19,1,1,2,8,0,0,2,0.24,0.2273,0.56,0.194,8,48,56,weekdays,Terlalu kering
9827,2012-02-19,1,1,2,9,0,0,2,0.24,0.2273,0.56,0.2537,20,73,93,weekdays,Terlalu kering
9828,2012-02-19,1,1,2,10,0,0,2,0.26,0.2424,0.52,0.2537,49,142,191,weekdays,Terlalu kering
9829,2012-02-19,1,1,2,11,0,0,2,0.26,0.2273,0.56,0.3284,82,144,226,weekdays,Terlalu kering
9830,2012-02-19,1,1,2,12,0,0,2,0.28,0.2727,0.52,0.2537,71,184,255,weekdays,Terlalu kering
9831,2012-02-19,1,1,2,13,0,0,1,0.3,0.303,0.49,0.1642,64,197,261,weekdays,Terlalu kering
9832,2012-02-19,1,1,2,14,0,0,2,0.32,0.3182,0.45,0.194,48,189,237,weekdays,Terlalu kering
9833,2012-02-19,1,1,2,15,0,0,2,0.3,0.2879,0.49,0.194,85,168,253,weekdays,Terlalu kering
9834,2012-02-19,1,1,2,16,0,0,2,0.32,0.303,0.45,0.2836,62,150,212,weekdays,Terlalu kering
9835,2012-02-19,1,1,2,17,0,0,2,0.3,0.2879,0.49,0.2537,22,135,157,weekdays,Terlalu kering
9836,2012-02-19,1,1,2,18,0,0,2,0.3,0.2727,0.49,0.3284,23,144,167,weekdays,Terlalu kering
9837,2012-02-19,1,1,2,19,0,0,2,0.3,0.2879,0.52,0.2537,18,101,119,weekdays,Terlalu kering
9838,2012-02-19,1,1,2,20,0,0,2,0.3,0.2879,0.52,0.2836,22,81,103,weekdays,Terlalu kering
9839,2012-02-19,1,1,2,21,0,0,3,0.26,0.2576,0.65,0.1642,3,33,36,weekdays,Terlalu kering
9840,2012-02-19,1,1,2,22,0,0,3,0.24,0.2576,0.75,0.0896,8,47,55,weekdays,Terlalu kering
9841,2012-02-19,1,1,2,23,0,0,2,0.22,0.2273,0.93,0.1642,5,30,35,weekdays,Terlalu kering
9842,2012-02-20,1,1,2,0,1,1,2,0.24,0.2576,0.87,0.0896,5,36,41,weekdays,Terlalu kering
9843,2012-02-20,1,1,2,1,1,1,2,0.24,0.2576,0.87,0.0896,3,12,15,weekdays,Terlalu kering
9844,2012-02-20,1,1,2,2,1,1,2,0.24,0.2576,0.87,0.0896,1,19,20,weekdays,Terlalu kering
9845,2012-02-20,1,1,2,3,1,1,2,0.24,0.2273,0.81,0.194,0,8,8,weekdays,Terlalu kering
9846,2012-02-20,1,1,2,5,1,1,2,0.24,0.2121,0.6,0.3582,0,6,6,weekdays,Terlalu kering
9847,2012-02-20,1,1,2,6,1,1,1,0.24,0.197,0.52,0.4179,1,9,10,weekdays,Terlalu kering
9848,2012-02-20,1,1,2,7,1,1,2,0.22,0.197,0.55,0.3284,2,42,44,weekdays,Terlalu kering
9849,2012-02-20,1,1,2,8,1,1,1,0.2,0.1818,0.59,0.3582,9,111,120,weekdays,Terlalu kering
9850,2012-02-20,1,1,2,9,1,1,1,0.2,0.1818,0.59,0.3582,12,98,110,weekdays,Terlalu kering
9851,2012-02-20,1,1,2,10,1,1,1,0.22,0.197,0.55,0.4478,30,113,143,weekdays,Terlalu kering
9852,2012-02-20,1,1,2,11,1,1,1,0.26,0.2273,0.48,0.3582,45,163,208,weekdays,Terlalu kering
9853,2012-02-20,1,1,2,12,1,1,1,0.28,0.2727,0.45,0.2239,65,216,281,weekdays,Terlalu kering
9854,2012-02-20,1,1,2,13,1,1,1,0.3,0.2879,0.42,0.2836,66,246,312,weekdays,Terlalu kering
9855,2012-02-20,1,1,2,14,1,1,1,0.32,0.3182,0.36,0.194,57,206,263,weekdays,Terlalu kering
9856,2012-02-20,1,1,2,15,1,1,1,0.34,0.3182,0.34,0.2239,54,235,289,weekdays,Terlalu kering
9857,2012-02-20,1,1,2,16,1,1,1,0.36,0.3788,0.29,0.1045,64,216,280,weekdays,Terlalu kering
9858,2012-02-20,1,1,2,17,1,1,1,0.38,0.3939,0.27,0.2537,27,226,253,weekdays,Terlalu kering
9859,2012-02-20,1,1,2,18,1,1,1,0.34,0.3182,0.34,0.2239,27,215,242,weekdays,Terlalu kering
9860,2012-02-20,1,1,2,19,1,1,1,0.34,0.3182,0.34,0.2239,8,164,172,weekdays,Terlalu kering
9861,2012-02-20,1,1,2,20,1,1,1,0.34,0.3333,0.34,0.194,9,117,126,weekdays,Terlalu kering
9862,2012-02-20,1,1,2,21,1,1,1,0.3,0.303,0.39,0.1642,8,90,98,weekdays,Terlalu kering
9863,2012-02-20,1,1,2,22,1,1,1,0.3,0.3182,0.45,0.0896,9,53,62,weekdays,Terlalu kering
9864,2012-02-20,1,1,2,23,1,1,1,0.3,0.3333,0.39,0.0,0,26,26,weekdays,Terlalu kering
9865,2012-02-21,1,1,2,0,0,2,1,0.26,0.303,0.65,0.0,1,11,12,weekdays,Terlalu kering
9866,2012-02-21,1,1,2,1,0,2,1,0.26,0.303,0.56,0.0,0,7,7,weekdays,Terlalu kering
9867,2012-02-21,1,1,2,2,0,2,1,0.24,0.2879,0.6,0.0,0,3,3,weekdays,Terlalu kering
9868,2012-02-21,1,1,2,4,0,2,1,0.22,0.2727,0.64,0.0,0,2,2,weekdays,Terlalu kering
9869,2012-02-21,1,1,2,5,0,2,1,0.2,0.2576,0.69,0.0,0,15,15,weekdays,Terlalu kering
9870,2012-02-21,1,1,2,6,0,2,1,0.2,0.2576,0.75,0.0,3,83,86,weekdays,Terlalu kering
9871,2012-02-21,1,1,2,7,0,2,1,0.22,0.2727,0.64,0.0,6,273,279,weekdays,Terlalu kering
9872,2012-02-21,1,1,2,8,0,2,1,0.2,0.2273,0.69,0.0896,5,459,464,weekdays,Terlalu kering
9873,2012-02-21,1,1,2,9,0,2,1,0.2,0.2273,0.75,0.1045,6,211,217,weekdays,Terlalu kering
9874,2012-02-21,1,1,2,10,0,2,1,0.24,0.2273,0.7,0.194,8,77,85,weekdays,Terlalu kering
9875,2012-02-21,1,1,2,11,0,2,2,0.26,0.2424,0.7,0.2836,5,81,86,weekdays,Terlalu kering
9876,2012-02-21,1,1,2,12,0,2,2,0.3,0.2727,0.56,0.3881,16,147,163,weekdays,Terlalu kering
9877,2012-02-21,1,1,2,13,0,2,1,0.34,0.303,0.49,0.4179,8,123,131,weekdays,Terlalu kering
9878,2012-02-21,1,1,2,14,0,2,2,0.32,0.2879,0.53,0.3881,16,108,124,weekdays,Terlalu kering
9879,2012-02-21,1,1,2,15,0,2,1,0.34,0.303,0.49,0.4179,23,137,160,weekdays,Terlalu kering
9880,2012-02-21,1,1,2,16,0,2,1,0.36,0.3333,0.46,0.4179,14,240,254,weekdays,Terlalu kering
9881,2012-02-21,1,1,2,17,0,2,1,0.38,0.3939,0.4,0.4478,21,411,432,weekdays,Terlalu kering
9882,2012-02-21,1,1,2,18,0,2,1,0.38,0.3939,0.4,0.4478,11,414,425,weekdays,Terlalu kering
9883,2012-02-21,1,1,2,19,0,2,1,0.36,0.3333,0.46,0.2985,5,299,304,weekdays,Terlalu kering
9884,2012-02-21,1,1,2,20,0,2,1,0.34,0.3182,0.53,0.2537,4,223,227,weekdays,Terlalu kering
9885,2012-02-21,1,1,2,21,0,2,1,0.34,0.3333,0.61,0.1642,7,147,154,weekdays,Terlalu kering
9886,2012-02-21,1,1,2,22,0,2,2,0.34,0.3333,0.71,0.194,3,97,100,weekdays,Terlalu kering
9887,2012-02-21,1,1,2,23,0,2,1,0.32,0.303,0.66,0.2239,1,46,47,weekdays,Terlalu kering
9888,2012-02-22,1,1,2,0,0,3,1,0.32,0.303,0.66,0.2239,5,19,24,weekdays,Terlalu kering
9889,2012-02-22,1,1,2,1,0,3,1,0.32,0.3333,0.7,0.1343,3,4,7,weekdays,Terlalu kering
9890,2012-02-22,1,1,2,2,0,3,1,0.34,0.3182,0.66,0.2836,1,5,6,weekdays,Terlalu kering
9891,2012-02-22,1,1,2,3,0,3,2,0.34,0.3182,0.71,0.2239,1,3,4,weekdays,Terlalu kering
9892,2012-02-22,1,1,2,4,0,3,1,0.34,0.3333,0.71,0.1642,0,2,2,weekdays,Terlalu kering
9893,2012-02-22,1,1,2,5,0,3,1,0.32,0.3333,0.7,0.1045,1,29,30,weekdays,Terlalu kering
9894,2012-02-22,1,1,2,6,0,3,1,0.32,0.3182,0.76,0.1642,5,85,90,weekdays,Terlalu kering
9895,2012-02-22,1,1,2,7,0,3,1,0.32,0.3333,0.76,0.0896,10,292,302,weekdays,Terlalu kering
9896,2012-02-22,1,1,2,8,0,3,1,0.3,0.3182,0.75,0.0896,9,567,576,weekdays,Terlalu kering
9897,2012-02-22,1,1,2,9,0,3,1,0.32,0.3333,0.7,0.0896,11,241,252,weekdays,Terlalu kering
9898,2012-02-22,1,1,2,10,0,3,1,0.34,0.3485,0.71,0.0896,17,122,139,weekdays,Terlalu kering
9899,2012-02-22,1,1,2,11,0,3,1,0.36,0.3485,0.66,0.1642,22,149,171,weekdays,Terlalu kering
9900,2012-02-22,1,1,2,12,0,3,1,0.4,0.4091,0.62,0.2836,21,186,207,weekdays,Terlalu kering
9901,2012-02-22,1,1,2,13,0,3,1,0.42,0.4242,0.54,0.2985,15,175,190,weekdays,Terlalu kering
9902,2012-02-22,1,1,2,14,0,3,1,0.44,0.4394,0.54,0.3284,35,142,177,weekdays,Terlalu kering
9903,2012-02-22,1,1,2,15,0,3,1,0.5,0.4848,0.31,0.4179,34,161,195,weekdays,Terlalu kering
9904,2012-02-22,1,1,2,16,0,3,1,0.52,0.5,0.29,0.4627,30,268,298,weekdays,Terlalu kering
9905,2012-02-22,1,1,2,17,0,3,1,0.52,0.5,0.32,0.3881,43,486,529,weekdays,Terlalu kering
9906,2012-02-22,1,1,2,18,0,3,2,0.48,0.4697,0.41,0.3284,42,483,525,weekdays,Terlalu kering
9907,2012-02-22,1,1,2,19,0,3,2,0.46,0.4545,0.44,0.2836,22,305,327,weekdays,Terlalu kering
9908,2012-02-22,1,1,2,20,0,3,2,0.44,0.4394,0.47,0.194,25,249,274,weekdays,Terlalu kering
9909,2012-02-22,1,1,2,21,0,3,2,0.48,0.4697,0.33,0.2836,19,220,239,weekdays,Terlalu kering
9910,2012-02-22,1,1,2,22,0,3,2,0.44,0.4394,0.47,0.2537,18,129,147,weekdays,Terlalu kering
9911,2012-02-22,1,1,2,23,0,3,2,0.46,0.4545,0.41,0.2836,5,57,62,weekdays,Terlalu kering
9912,2012-02-23,1,1,2,0,0,4,2,0.44,0.4394,0.47,0.2537,12,30,42,weekdays,Terlalu kering
9913,2012-02-23,1,1,2,1,0,4,2,0.44,0.4394,0.58,0.2836,3,12,15,weekdays,Terlalu kering
9914,2012-02-23,1,1,2,2,0,4,2,0.44,0.4394,0.62,0.2239,5,4,9,weekdays,Terlalu kering
9915,2012-02-23,1,1,2,3,0,4,3,0.44,0.4394,0.67,0.194,2,4,6,weekdays,Terlalu kering
9916,2012-02-23,1,1,2,4,0,4,1,0.4,0.4091,0.76,0.2239,0,1,1,weekdays,Terlalu kering
9917,2012-02-23,1,1,2,5,0,4,1,0.4,0.4091,0.76,0.2239,2,30,32,weekdays,Terlalu kering
9918,2012-02-23,1,1,2,6,0,4,1,0.36,0.3485,0.87,0.194,3,88,91,weekdays,Terlalu kering
9919,2012-02-23,1,1,2,7,0,4,1,0.36,0.3485,0.81,0.2239,9,317,326,weekdays,Terlalu kering
9920,2012-02-23,1,1,2,8,0,4,1,0.34,0.3333,0.87,0.194,11,549,560,weekdays,Terlalu kering
9921,2012-02-23,1,1,2,9,0,4,1,0.36,0.3333,0.81,0.2537,14,228,242,weekdays,Terlalu kering
9922,2012-02-23,1,1,2,10,0,4,1,0.42,0.4242,0.67,0.194,41,107,148,weekdays,Terlalu kering
9923,2012-02-23,1,1,2,11,0,4,1,0.48,0.4697,0.48,0.2836,54,128,182,weekdays,Terlalu kering
9924,2012-02-23,1,1,2,12,0,4,1,0.5,0.4848,0.42,0.2537,25,199,224,weekdays,Terlalu kering
9925,2012-02-23,1,1,2,13,0,4,1,0.52,0.5,0.39,0.194,30,188,218,weekdays,Terlalu kering
9926,2012-02-23,1,1,2,14,0,4,1,0.54,0.5152,0.37,0.2537,36,156,192,weekdays,Terlalu kering
9927,2012-02-23,1,1,2,15,0,4,1,0.54,0.5152,0.33,0.1343,46,171,217,weekdays,Terlalu kering
9928,2012-02-23,1,1,2,16,0,4,1,0.56,0.5303,0.32,0.0,45,298,343,weekdays,Terlalu kering
9929,2012-02-23,1,1,2,17,0,4,1,0.54,0.5152,0.32,0.1642,49,561,610,weekdays,Terlalu kering
9930,2012-02-23,1,1,2,18,0,4,1,0.54,0.5152,0.37,0.1343,36,486,522,weekdays,Terlalu kering
9931,2012-02-23,1,1,2,19,0,4,1,0.5,0.4848,0.39,0.0896,20,349,369,weekdays,Terlalu kering
9932,2012-02-23,1,1,2,20,0,4,1,0.46,0.4545,0.44,0.1343,23,246,269,weekdays,Terlalu kering
9933,2012-02-23,1,1,2,21,0,4,1,0.44,0.4394,0.51,0.2239,17,205,222,weekdays,Terlalu kering
9934,2012-02-23,1,1,2,22,0,4,1,0.44,0.4394,0.54,0.2537,19,118,137,weekdays,Terlalu kering
9935,2012-02-23,1,1,2,23,0,4,1,0.44,0.4394,0.54,0.0,14,71,85,weekdays,Terlalu kering
9936,2012-02-24,1,1,2,0,0,5,2,0.44,0.4394,0.58,0.0896,12,34,46,weekdays,Terlalu kering
9937,2012-02-24,1,1,2,1,0,5,1,0.44,0.4394,0.62,0.194,3,15,18,weekdays,Terlalu kering
9938,2012-02-24,1,1,2,2,0,5,3,0.42,0.4242,0.77,0.2836,1,4,5,weekdays,Terlalu kering
9939,2012-02-24,1,1,2,3,0,5,1,0.42,0.4242,0.82,0.1343,0,5,5,weekdays,Terlalu kering
9940,2012-02-24,1,1,2,4,0,5,1,0.4,0.4091,0.87,0.1343,0,2,2,weekdays,Terlalu kering
9941,2012-02-24,1,1,2,5,0,5,2,0.4,0.4091,0.87,0.194,1,25,26,weekdays,Terlalu kering
9942,2012-02-24,1,1,2,6,0,5,2,0.4,0.4091,0.87,0.1642,2,80,82,weekdays,Terlalu kering
9943,2012-02-24,1,1,2,7,0,5,2,0.4,0.4091,0.76,0.2239,7,265,272,weekdays,Terlalu kering
9944,2012-02-24,1,1,2,8,0,5,2,0.38,0.3939,0.76,0.3284,17,452,469,weekdays,Terlalu kering
9945,2012-02-24,1,1,2,9,0,5,3,0.36,0.3333,0.81,0.2537,15,229,244,weekdays,Terlalu kering
9946,2012-02-24,1,1,2,10,0,5,3,0.36,0.3485,0.81,0.1642,22,119,141,weekdays,Terlalu kering
9947,2012-02-24,1,1,2,11,0,5,2,0.36,0.3636,0.81,0.1045,27,136,163,weekdays,Terlalu kering
9948,2012-02-24,1,1,2,12,0,5,2,0.4,0.4091,0.76,0.1343,27,201,228,weekdays,Terlalu kering
9949,2012-02-24,1,1,2,13,0,5,2,0.42,0.4242,0.71,0.1045,30,153,183,weekdays,Terlalu kering
9950,2012-02-24,1,1,2,14,0,5,2,0.46,0.4545,0.67,0.1045,5,26,31,weekdays,Terlalu kering
9951,2012-02-24,1,1,2,15,0,5,3,0.4,0.4091,0.87,0.194,11,83,94,weekdays,Terlalu kering
9952,2012-02-24,1,1,2,16,0,5,3,0.4,0.4091,0.87,0.194,12,166,178,weekdays,Terlalu kering
9953,2012-02-24,1,1,2,17,0,5,3,0.42,0.4242,0.94,0.1045,14,242,256,weekdays,Terlalu kering
9954,2012-02-24,1,1,2,18,0,5,2,0.42,0.4242,0.94,0.0,11,289,300,weekdays,Terlalu kering
9955,2012-02-24,1,1,2,19,0,5,2,0.44,0.4394,0.88,0.1045,6,227,233,weekdays,Terlalu kering
9956,2012-02-24,1,1,2,20,0,5,1,0.44,0.4394,0.62,0.4179,8,159,167,weekdays,Terlalu kering
9957,2012-02-24,1,1,2,21,0,5,1,0.42,0.4242,0.35,0.806,1,151,152,weekdays,Terlalu kering
9958,2012-02-24,1,1,2,22,0,5,1,0.4,0.4091,0.37,0.5821,4,102,106,weekdays,Terlalu kering
9959,2012-02-24,1,1,2,23,0,5,1,0.38,0.3939,0.37,0.6866,10,76,86,weekdays,Terlalu kering
9960,2012-02-25,1,1,2,0,0,6,1,0.36,0.3333,0.43,0.3881,5,56,61,weekdays,Terlalu kering
9961,2012-02-25,1,1,2,1,0,6,1,0.34,0.303,0.42,0.3582,4,42,46,weekdays,Terlalu kering
9962,2012-02-25,1,1,2,2,0,6,1,0.32,0.303,0.45,0.2537,1,37,38,weekdays,Terlalu kering
9963,2012-02-25,1,1,2,3,0,6,1,0.3,0.2727,0.45,0.2985,0,7,7,weekdays,Terlalu kering
9964,2012-02-25,1,1,2,4,0,6,1,0.3,0.2727,0.42,0.3284,0,2,2,weekdays,Terlalu kering
9965,2012-02-25,1,1,2,5,0,6,2,0.3,0.2727,0.42,0.2985,0,3,3,weekdays,Terlalu kering
9966,2012-02-25,1,1,2,6,0,6,2,0.3,0.2727,0.42,0.2985,1,12,13,weekdays,Terlalu kering
9967,2012-02-25,1,1,2,7,0,6,1,0.28,0.2424,0.45,0.4478,3,20,23,weekdays,Terlalu kering
9968,2012-02-25,1,1,2,8,0,6,1,0.26,0.2273,0.48,0.2985,3,90,93,weekdays,Terlalu kering
9969,2012-02-25,1,1,2,9,0,6,3,0.22,0.197,0.75,0.3284,15,107,122,weekdays,Terlalu kering
9970,2012-02-25,1,1,2,10,0,6,1,0.26,0.2273,0.6,0.3582,24,159,183,weekdays,Terlalu kering
9971,2012-02-25,1,1,2,11,0,6,1,0.3,0.2576,0.39,0.6119,23,187,210,weekdays,Terlalu kering
9972,2012-02-25,1,1,2,12,0,6,1,0.32,0.2727,0.29,0.6567,41,217,258,weekdays,Terlalu kering
9973,2012-02-25,1,1,2,13,0,6,1,0.32,0.2879,0.31,0.4925,48,178,226,weekdays,Terlalu kering
9974,2012-02-25,1,1,2,14,0,6,1,0.32,0.2727,0.29,0.5522,35,181,216,weekdays,Terlalu kering
9975,2012-02-25,1,1,2,15,0,6,1,0.32,0.2879,0.29,0.4179,21,211,232,weekdays,Terlalu kering
9976,2012-02-25,1,1,2,16,0,6,1,0.32,0.2727,0.26,0.5821,32,163,195,weekdays,Terlalu kering
9977,2012-02-25,1,1,2,17,0,6,1,0.3,0.2727,0.33,0.3582,16,143,159,weekdays,Terlalu kering
9978,2012-02-25,1,1,2,18,0,6,1,0.3,0.2576,0.28,0.5821,7,126,133,weekdays,Terlalu kering
9979,2012-02-25,1,1,2,19,0,6,1,0.26,0.2121,0.33,0.4478,12,137,149,weekdays,Terlalu kering
9980,2012-02-25,1,1,2,20,0,6,1,0.26,0.2121,0.3,0.5522,10,95,105,weekdays,Terlalu kering
9981,2012-02-25,1,1,2,21,0,6,1,0.24,0.2121,0.35,0.3284,5,80,85,weekdays,Terlalu kering
9982,2012-02-25,1,1,2,22,0,6,1,0.24,0.197,0.38,0.4627,4,78,82,weekdays,Terlalu kering
9983,2012-02-25,1,1,2,23,0,6,1,0.24,0.197,0.41,0.4179,7,84,91,weekdays,Terlalu kering
9984,2012-02-26,1,1,2,0,0,0,1,0.24,0.2121,0.41,0.3582,7,63,70,weekdays,Terlalu kering
9985,2012-02-26,1,1,2,1,0,0,1,0.24,0.2121,0.44,0.3284,5,50,55,weekdays,Terlalu kering
9986,2012-02-26,1,1,2,2,0,0,1,0.24,0.2121,0.44,0.3284,5,37,42,weekdays,Terlalu kering
9987,2012-02-26,1,1,2,3,0,0,1,0.24,0.2273,0.41,0.194,0,21,21,weekdays,Terlalu kering
9988,2012-02-26,1,1,2,4,0,0,1,0.24,0.2273,0.41,0.194,1,5,6,weekdays,Terlalu kering
9989,2012-02-26,1,1,2,5,0,0,1,0.22,0.2121,0.44,0.2239,0,5,5,weekdays,Terlalu kering
